icd9_code,short_title,long_title
1628,Mal neo bronch/lung NEC,Malignant neoplasm of other parts of bronchus or lung
1629,Mal neo bronch/lung NOS,"Malignant neoplasm of bronchus and lung, unspecified"
1630,Mal neo parietal pleura,Malignant neoplasm of parietal pleura
1638,Malig neopl pleura NEC,Malignant neoplasm of other specified sites of pleura
1639,Malig neopl pleura NOS,"Malignant neoplasm of pleura, unspecified"
1640,Malignant neopl thymus,Malignant neoplasm of thymus
1641,Malignant neopl heart,Malignant neoplasm of heart
1642,Mal neo ant mediastinum,Malignant neoplasm of anterior mediastinum
1643,Mal neo post mediastinum,Malignant neoplasm of posterior mediastinum
1648,Mal neo mediastinum NEC,Malignant neoplasm of other parts of mediastinum
1649,Mal neo mediastinum NOS,"Malignant neoplasm of mediastinum, part unspecified"
1700,Mal neo skull/face bone,"Malignant neoplasm of bones of skull and face, except mandible"
1702,Malig neo vertebrae,"Malignant neoplasm of vertebral column, excluding sacrum and coccyx"
1703,Mal neo ribs/stern/clav,"Malignant neoplasm of ribs, sternum, and clavicle"
1707,Mal neo long bones leg,Malignant neoplasm of long bones of lower limb
1710,Mal neo soft tissue head,"Malignant neoplasm of connective and other soft tissue of head, face, and neck"
1712,Mal neo soft tissue arm,"Malignant neoplasm of connective and other soft tissue of upper limb, including shoulder"
1713,Mal neo soft tissue leg,"Malignant neoplasm of connective and other soft tissue of lower limb, including hip"
1714,Mal neo soft tis thorax,Malignant neoplasm of connective and other soft tissue of thorax
1715,Mal neo soft tis abdomen,Malignant neoplasm of connective and other soft tissue of abdomen
1716,Mal neo soft tis pelvis,Malignant neoplasm of connective and other soft tissue of pelvis
1717,Mal neopl trunk NOS,"Malignant neoplasm of connective and other soft tissue of trunk, unspecified"
1718,Mal neo soft tissue NEC,Malignant neoplasm of other specified sites of connective and other soft tissue
1720,Malig melanoma lip,Malignant melanoma of skin of lip
1723,Mal melanom face NEC/NOS,Malignant melanoma of skin of other and unspecified parts of face
1724,Mal melanoma scalp/neck,Malignant melanoma of skin of scalp and neck
1725,Malig melanoma trunk,"Malignant melanoma of skin of trunk, except scrotum"
1726,Malig melanoma arm,"Malignant melanoma of skin of upper limb, including shoulder"
1727,Malig melanoma leg,"Malignant melanoma of skin of lower limb, including hip"
1728,Malig melanoma skin NEC,Malignant melanoma of other specified sites of skin
1729,Malig melanoma skin NOS,"Melanoma of skin, site unspecified"
17322,Squam cell ca skin ear,Squamous cell carcinoma of skin of ear and external auditory canal
17331,Bsl cel skn face NEC/NOS,Basal cell carcinoma of skin of other and unspecified parts of face
17332,Sqm cel skn face NEC/NOS,Squamous cell carcinoma of skin of other and unspecified parts of face
17341,Bsl cell ca scalp/skn nk,Basal cell carcinoma of scalp and skin of neck
17342,Sqam cell ca sclp/skn nk,Squamous cell carcinoma of scalp and skin of neck
17372,Sqam cell ca skn low lmb,"Squamous cell carcinoma of skin of lower limb, including hip"
1743,Mal neo breast low-inner,Malignant neoplasm of lower-inner quadrant of female breast
1744,Mal neo breast up-outer,Malignant neoplasm of upper-outer quadrant of female breast
1745,Mal neo breast low-outer,Malignant neoplasm of lower-outer quadrant of female breast
1748,Malign neopl breast NEC,Malignant neoplasm of other specified sites of female breast
1749,Malign neopl breast NOS,"Malignant neoplasm of breast (female), unspecified"
1759,Mal neo male breast NEC,Malignant neoplasm of other and unspecified sites of male breast
1760,Skin - kaposi's sarcoma,"Kaposi's sarcoma, skin"
1761,Sft tisue - kpsi's srcma,"Kaposi's sarcoma, soft tissue"
1763,GI sites - kpsi's srcoma,"Kaposi's sarcoma, gastrointestinal sites"
1764,Lung - kaposi's sarcoma,"Kaposi's sarcoma, lung"
1765,Lym nds - kpsi's sarcoma,"Kaposi's sarcoma, lymph nodes"
1768,Spf sts - kpsi's sarcoma,"Kaposi's sarcoma, other specified sites"
1769,Kaposi's sarcoma NOS,"Kaposi's sarcoma, unspecified site"
179,Malig neopl uterus NOS,"Malignant neoplasm of uterus, part unspecified"
1800,Malig neo endocervix,Malignant neoplasm of endocervix
1808,Malig neo cervix NEC,Malignant neoplasm of other specified sites of cervix
1809,Mal neo cervix uteri NOS,"Malignant neoplasm of cervix uteri, unspecified site"
1820,Malig neo corpus uteri,"Malignant neoplasm of corpus uteri, except isthmus"
1830,Malign neopl ovary,Malignant neoplasm of ovary
1832,Mal neo fallopian tube,Malignant neoplasm of fallopian tube
1838,Mal neo adnexa NEC,Malignant neoplasm of other specified sites of uterine adnexa
1840,Malign neopl vagina,Malignant neoplasm of vagina
1844,Malign neopl vulva NOS,"Malignant neoplasm of vulva, unspecified site"
1848,Mal neo female genit NEC,Malignant neoplasm of other specified sites of female genital organs
185,Malign neopl prostate,Malignant neoplasm of prostate
1869,Malig neo testis NEC,Malignant neoplasm of other and unspecified testis
1874,Malig neo penis NOS,"Malignant neoplasm of penis, part unspecified"
1880,Mal neo bladder-trigone,Malignant neoplasm of trigone of urinary bladder
1881,Mal neo bladder-dome,Malignant neoplasm of dome of urinary bladder
1882,Mal neo bladder-lateral,Malignant neoplasm of lateral wall of urinary bladder
1883,Mal neo bladder-anterior,Malignant neoplasm of anterior wall of urinary bladder
1884,Mal neo bladder-post,Malignant neoplasm of posterior wall of urinary bladder
1885,Mal neo bladder neck,Malignant neoplasm of bladder neck
1888,Malig neo bladder NEC,Malignant neoplasm of other specified sites of bladder
1889,Malig neo bladder NOS,"Malignant neoplasm of bladder, part unspecified"
1890,Malig neopl kidney,"Malignant neoplasm of kidney, except pelvis"
1891,Malig neo renal pelvis,Malignant neoplasm of renal pelvis
1892,Malign neopl ureter,Malignant neoplasm of ureter
1893,Malign neopl urethra,Malignant neoplasm of urethra
1898,Mal neo urinary NEC,Malignant neoplasm of other specified sites of urinary organs
1905,Malign neopl retina,Malignant neoplasm of retina
1906,Malign neopl choroid,Malignant neoplasm of choroid
1910,Malign neopl cerebrum,"Malignant neoplasm of cerebrum, except lobes and ventricles"
1911,Malig neo frontal lobe,Malignant neoplasm of frontal lobe
1912,Mal neo temporal lobe,Malignant neoplasm of temporal lobe
1913,Mal neo parietal lobe,Malignant neoplasm of parietal lobe
1914,Mal neo occipital lobe,Malignant neoplasm of occipital lobe
1915,Mal neo cereb ventricle,Malignant neoplasm of ventricles
1916,Mal neo cerebellum NOS,Malignant neoplasm of cerebellum nos
1917,Mal neo brain stem,Malignant neoplasm of brain stem
1918,Malig neo brain NEC,Malignant neoplasm of other parts of brain
1919,Malig neo brain NOS,"Malignant neoplasm of brain, unspecified"
1920,Mal neo cranial nerves,Malignant neoplasm of cranial nerves
1921,Mal neo cerebral mening,Malignant neoplasm of cerebral meninges
1922,Mal neo spinal cord,Malignant neoplasm of spinal cord
193,Malign neopl thyroid,Malignant neoplasm of thyroid gland
1940,Malign neopl adrenal,Malignant neoplasm of adrenal gland
1941,Malig neo parathyroid,Malignant neoplasm of parathyroid gland
1943,Malig neo pituitary,Malignant neoplasm of pituitary gland and craniopharyngeal duct
1945,Mal neo carotid body,Malignant neoplasm of carotid body
1950,Mal neo head/face/neck,"Malignant neoplasm of head, face, and neck"
1951,Malign neopl thorax,Malignant neoplasm of thorax
1952,Malig neo abdomen,Malignant neoplasm of abdomen
1953,Malign neopl pelvis,Malignant neoplasm of pelvis
1958,Malig neo site NEC,Malignant neoplasm of other specified sites
1960,Mal neo lymph-head/neck,"Secondary and unspecified malignant neoplasm of lymph nodes of head, face, and neck"
1961,Mal neo lymph-intrathor,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes
1962,Mal neo lymph intra-abd,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes
1963,Mal neo lymph-axilla/arm,Secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb
1965,Mal neo lymph-inguin/leg,Secondary and unspecified malignant neoplasm of lymph nodes of inguinal region and lower limb
1966,Mal neo lymph-intrapelv,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes
1968,Mal neo lymph node-mult,Secondary and unspecified malignant neoplasm of lymph nodes of multiple sites
1969,Mal neo lymph node NOS,"Secondary and unspecified malignant neoplasm of lymph nodes, site unspecified"
1970,Secondary malig neo lung,Secondary malignant neoplasm of lung
1971,Sec mal neo mediastinum,Secondary malignant neoplasm of mediastinum
1972,Second malig neo pleura,Secondary malignant neoplasm of pleura
1973,Sec malig neo resp NEC,Secondary malignant neoplasm of other respiratory organs
1974,Sec malig neo sm bowel,Secondary malignant neoplasm of small intestine including duodenum
1975,Sec malig neo lg bowel,Secondary malignant neoplasm of large intestine and rectum
1976,Sec mal neo peritoneum,Secondary malignant neoplasm of retroperitoneum and peritoneum
1977,Second malig neo liver,"Malignant neoplasm of liver, secondary"
1978,Sec mal neo GI NEC,Secondary malignant neoplasm of other digestive organs and spleen
1980,Second malig neo kidney,Secondary malignant neoplasm of kidney
1981,Sec malig neo urin NEC,Secondary malignant neoplasm of other urinary organs
1982,Secondary malig neo skin,Secondary malignant neoplasm of skin
1983,Sec mal neo brain/spine,Secondary malignant neoplasm of brain and spinal cord
1984,Sec malig neo nerve NEC,Secondary malignant neoplasm of other parts of nervous system
1985,Secondary malig neo bone,Secondary malignant neoplasm of bone and bone marrow
1986,Second malig neo ovary,Secondary malignant neoplasm of ovary
1987,Second malig neo adrenal,Secondary malignant neoplasm of adrenal gland
19881,Second malig neo breast,Secondary malignant neoplasm of breast
19882,Second malig neo genital,Secondary malignant neoplasm of genital organs
19889,Secondary malig neo NEC,Secondary malignant neoplasm of other specified sites
1990,Malig neo disseminated,Disseminated malignant neoplasm without specification of site
1991,Malignant neoplasm NOS,Other malignant neoplasm without specification of site
20000,Retclsrc unsp xtrndl org,"Reticulosarcoma, unspecified site, extranodal and solid organ sites"
20001,Reticulosarcoma head,"Reticulosarcoma, lymph nodes of head, face, and neck"
20002,Reticulosarcoma thorax,"Reticulosarcoma, intrathoracic lymph nodes"
20003,Reticulosarcoma abdom,"Reticulosarcoma, intra-abdominal lymph nodes"
20005,Reticulosarcoma inguin,"Reticulosarcoma, lymph nodes of inguinal region and lower limb"
20008,Reticulosarcoma mult,"Reticulosarcoma, lymph nodes of multiple sites"
20010,Lymphsrc unsp xtrndl org,"Lymphosarcoma, unspecified site, extranodal and solid organ sites"
20011,Lymphosarcoma head,"Lymphosarcoma, lymph nodes of head, face, and neck"
20018,Lymphosarcoma mult,"Lymphosarcoma, lymph nodes of multiple sites"
20020,Brkt tmr unsp xtrndl org,"Burkitt's tumor or lymphoma, unspecified site, extranodal and solid organ sites"
20021,Burkitt's tumor head,"Burkitt's tumor or lymphoma, lymph nodes of head, face, and neck"
20022,Burkitt's tumor thorax,"Burkitt's tumor or lymphoma, intrathoracic lymph nodes"
20023,Burkitt's tumor abdom,"Burkitt's tumor or lymphoma, intra-abdominal lymph nodes"
20024,Burkitt's tumor axilla,"Burkitt's tumor or lymphoma, lymph nodes of axilla and upper limb"
20028,Burkitt's tumor mult,"Burkitt's tumor or lymphoma, lymph nodes of multiple sites"
20030,Margnl zone lym xtrndl,"Marginal zone lymphoma, unspecified site, extranodal and solid organ sites"
20033,Margin zone lym abdom,"Marginal zone lymphoma, intraabdominal lymph nodes"
20037,Margin zone lymph spleen,"Marginal zone lymphoma, spleen"
20040,Mantle cell lym xtrrndl,"Mantle cell lymphoma, unspecified site, extranodal and solid organ sites"
20042,Mantle cell lymph thorax,"Mantle cell lymphoma, intrathoracic lymph nodes"
20047,Mantle cell lymph spleen,"Mantle cell lymphoma, spleen"
20048,Mantle cell lymph multip,"Mantle cell lymphoma, lymph nodes of multiple sites"
20050,Primary CNS lymph xtrndl,"Primary central nervous system lymphoma, unspecified site, extranodal and solid organ sites"
20060,Anaplastic lymph xtrndl,"Anaplastic large cell lymphoma, unspecified site, extranodal and solid organ sites"
20070,Large cell lymph xtrndl,"Large cell lymphoma, unspecified site, extranodal and solid organ sites"
20071,Large cell lymphoma head,"Large cell lymphoma, lymph nodes of head, face, and neck"
20078,Large cell lymph multip,"Large cell lymphoma, lymph nodes of multiple sites"
20080,Oth varn unsp xtrndl org,"Other named variants of lymphosarcoma and reticulosarcoma, unspecified site, extranodal and solid organ sites"
20148,Hodg lymph-histio mult,"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of multiple sites"
20150,Ndr sclr unsp xtrndl org,"Hodgkin's disease, nodular sclerosis, unspecified site, extranodal and solid organ sites"
20152,Hodg nodul sclero thorax,"Hodgkin's disease, nodular sclerosis, intrathoracic lymph nodes"
20158,Hodg nodul sclero mult,"Hodgkin's disease, nodular sclerosis, lymph nodes of multiple sites"
20190,Hdgk dis unsp xtrndl org,"Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites"
20191,Hodgkins dis NOS head,"Hodgkin's disease, unspecified type, lymph nodes of head, face, and neck"
20192,Hodgkins dis NOS thorax,"Hodgkin's disease, unspecified type, intrathoracic lymph nodes"
20198,Hodgkins dis NOS mult,"Hodgkin's disease, unspecified type, lymph nodes of multiple sites"
20200,Ndlr lym unsp xtrndl org,"Nodular lymphoma, unspecified site, extranodal and solid organ sites"
20201,Nodular lymphoma head,"Nodular lymphoma, lymph nodes of head, face, and neck"
20203,Nodular lymphoma abdom,"Nodular lymphoma, intra-abdominal lymph nodes"
20205,Nodular lymphoma inguin,"Nodular lymphoma, lymph nodes of inguinal region and lower limb"
20206,Nodular lymphoma pelvic,"Nodular lymphoma, intrapelvic lymph nodes"
20208,Nodular lymphoma mult,"Nodular lymphoma, lymph nodes of multiple sites"
20210,Mycs fng unsp xtrndl org,"Mycosis fungoides, unspecified site, extranodal and solid organ sites"
20211,Mycosis fungoides head,"Mycosis fungoides, lymph nodes of head, face, and neck"
20212,Mycosis fungoides thorax,"Mycosis fungoides, intrathoracic lymph nodes"
20213,Mycosis fungoides abdom,"Mycosis fungoides, intra-abdominal lymph nodes"
20218,Mycosis fungoides mult,"Mycosis fungoides, lymph nodes of multiple sites"
20220,Szry dis unsp xtrndl org,"Sezary's disease, unspecified site, extranodal and solid organ sites"
